ObservationId,Timestamp UTC,LocalTimestamp,Temperature (C),Transmission,direction (radians CCW from East)
7313624,2017-04-05 08:06,2017-04-05 18:06,29.06,32444,2.4394
7313623,2017-04-05 07:51,2017-04-05 17:51,29.06,32444,2.5308
7313308,2017-04-05 07:36,2017-04-05 17:36,29.06,32427,2.7911
7313622,2017-04-05 07:36,2017-04-05 17:36,29.06,32427,-2.8915
7313307,2017-04-05 07:21,2017-04-05 17:21,29.06,32422,-2.477
7313306,2017-04-05 07:06,2017-04-05 17:06,29.06,32412,-1.874
7313305,2017-04-05 06:51,2017-04-05 16:51,29.06,32411,-1.4672
7312990,2017-04-05 06:36,2017-04-05 16:36,29.06,32385,-0.977
7313304,2017-04-05 06:36,2017-04-05 16:36,29.06,32385,-0.8366
7312989,2017-04-05 06:21,2017-04-05 16:21,29.06,32416,-0.8649
7312988,2017-04-05 06:06,2017-04-05 16:06,29.18,32377,-0.9546
7312987,2017-04-05 05:51,2017-04-05 15:51,29.06,32316,-1.0146
7312672,2017-04-05 05:36,2017-04-05 15:36,29.06,32286,-1.3785
7312986,2017-04-05 05:36,2017-04-05 15:36,29.06,32286,-1.3725
7312671,2017-04-05 05:21,2017-04-05 15:21,29.06,32317,-1.4298
7312670,2017-04-05 05:06,2017-04-05 15:06,28.93,32281,-1.5323
7312669,2017-04-05 04:51,2017-04-05 14:51,28.93,32331,-1.5322
7312354,2017-04-05 04:36,2017-04-05 14:36,28.93,30934,-1.5491
7312668,2017-04-05 04:36,2017-04-05 14:36,28.93,30934,-1.647
